Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,twist.linear.x,twist.linear.y,twist.linear.z,twist.angular.x,twist.angular.y,twist.angular.z
318.36,11696,318,360000000,world,0.00024387629734403933,0.06498400605846255,0.007917104156070482,0.0004699977263684926,0.00023126150201435472,-0.0012784052702784177
318.4,11697,318,384000000,world,0.00021136338773862702,0.06464606423423976,0.007922506436220732,0.0004617453268709639,0.000338182002859001,-0.0011001343307165477
318.424,11698,318,408000000,world,0.00026621518047262896,0.06502332317227137,0.00787966340159615,0.00045300716102650973,0.0004380476247833688,-0.0009318581941457848
318.456,11699,318,456000000,world,0.00033608991014786937,0.06503281674775921,0.007795434684334746,0.00044189161321664237,0.0005327054505186958,-0.000768881833453312
318.504,11700,318,496000000,world,0.0003906142342873716,0.06510501735805595,0.007723033900961416,0.00039898401121709053,0.0007695988323254519,-0.00032980829965598396
318.536,11701,318,528000000,world,0.0006770520620670321,0.06522650530941386,0.007801212566697685,0.0003684276635747392,0.0008835080165937659,-9.613137084084274e-05
318.552,11702,318,544000000,world,0.0006945326420789381,0.06521096083080716,0.007771779364513923,0.00035262319240707,0.0009280953060759096,4.252705722477987e-06
318.6,11703,318,592000000,world,0.0008222420995207802,0.06540429699680114,0.007726425417288889,0.00030663989210630483,0.0010201960034957774,0.00025282677129425383
318.616,11704,318,608000000,world,0.0008666586104411178,0.06546989585283836,0.0077128343550056525,0.00029203253255711414,0.001038644220076667,0.0003210049364805871
318.632,11705,318,624000000,world,0.001147503749966704,0.06561197427046551,0.00782364138293368,0.000278390616955253,0.0010532637658821895,0.0003848896517308155
318.656,11706,318,640000000,world,0.0012050375683553374,0.0656429746120571,0.007817242649292878,0.000264477076447022,0.0010628720068964165,0.0004426135288987853
318.672,11707,318,648000000,world,0.0012113591203730704,0.06560581172893071,0.0078028550513759565,0.0002504218299659493,0.0010685183216978392,0.0004948654260163682
318.688,11708,318,672000000,world,0.0011277389153269448,0.06727901954988819,0.0076226528612392515,0.00023709685982361078,0.0010723447098124094,0.0005444198604136257
318.72,11709,318,704000000,world,0.00087300265292098,0.06812960600005297,0.007496320015318985,0.00020957421198458234,0.0010679222672804315,0.0006283065414214597
318.736,11710,318,720000000,world,0.0008731968646234245,0.06827395039299375,0.0074578214435907855,0.0001956466045583055,0.0010575245054156822,0.0006607595941817896
318.752,11711,318,736000000,world,0.0008776410656022298,0.0681721869671715,0.007427620168539453,0.00018119226556348377,0.0010390850669281908,0.0006831220539089787
318.76,11712,318,752000000,world,0.0008779857554432538,0.06825930678116328,0.007390832061897566,0.00016663741975088747,0.0010146081273801236,0.0006985534882800594
318.776,11713,318,768000000,world,0.0008783342739147435,0.06830735056886483,0.007355173978982205,0.00015162031009736295,0.0009835020100915028,0.0007060839474495642
318.8,11714,318,784000000,world,0.0008783389857394497,0.06832301237844424,0.007320362347156344,0.0001361663531141504,0.0009459696542188671,0.0007059803040941415
