Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,pose.position.x,pose.position.y,pose.position.z,pose.orientation.x,pose.orientation.y,pose.orientation.z,pose.orientation.w
27.28,1386,27,272000000,world,9.816000000011167,-9.805999999999047,4.29300000001169,-1.585508460640257e-11,6.022080804191717e-10,2.703866594765829e-14,1.0
27.296,1387,27,288000000,world,9.816000000011167,-9.805999999999045,4.29300000001169,-1.5854996250127185e-11,6.022081296100086e-10,3.099076774550636e-14,1.0
27.304,1388,27,304000000,world,9.816000000011165,-9.805999999999043,4.29300000001169,-1.585491343538785e-11,6.022081641236162e-10,3.426439144159463e-14,1.0
27.328,1389,27,320000000,world,9.816000000011165,-9.805999999999043,4.29300000001169,-1.5854838468885236e-11,6.022081817112542e-10,3.68129692953412e-14,1.0
27.36,1390,27,336000000,world,9.816000000011165,-9.805999999999043,4.29300000001169,-1.58547173062057e-11,6.022081973299944e-10,3.7957903198679714e-14,1.0
27.36,1391,27,360000000,world,9.816000000011165,-9.805999999999043,4.29300000001169,-1.585479114889097e-11,6.022081889810398e-10,3.655417935389777e-14,1.0
27.368,1392,27,368000000,world,9.816000000011165,-9.805999999999043,4.29300000001169,-1.5854835692812665e-11,6.02208184734989e-10,3.5573033075430176e-14,1.0
27.392,1393,27,392000000,world,9.816000000011165,-9.805999999999043,4.29300000001169,-1.5854973155726386e-11,6.022081790055617e-10,3.1912633534197255e-14,1.0
27.4,1394,27,400000000,world,9.816000000011165,-9.805999999999043,4.29300000001169,-1.5855017325125905e-11,6.022081780124477e-10,3.0596773220204505e-14,1.0
27.416,1395,27,416000000,world,9.816000000011167,-9.805999999999045,4.29300000001169,-1.5855076478326503e-11,6.022081842814199e-10,2.788979702319345e-14,1.0
27.464,1396,27,464000000,world,9.816000000030417,-9.806000000005785,4.292999999727408,9.867100651997944e-11,1.4707522150056531e-09,-2.158210938037332e-11,1.0
27.544,1397,27,544000000,world,9.816000000009947,-9.805999999998111,4.293000000049055,-1.8771171637755815e-12,5.480355193117897e-10,1.777404197091038e-12,1.0
27.584,1398,27,584000000,world,9.816000000010792,-9.805999999998711,4.293000000023828,-1.0332082287288683e-11,5.863600443003306e-10,6.072142461159422e-13,1.0
27.6,1399,27,600000000,world,9.816000000010906,-9.805999999998802,4.293000000019652,-1.2164020188484451e-11,5.919301435949683e-10,4.5195850204896073e-13,1.0
27.632,1400,27,624000000,world,9.816000000011009,-9.805999999998892,4.293000000015854,-1.3895374771726555e-11,5.968854518854476e-10,2.9665476790331994e-13,1.0
27.656,1401,27,640000000,world,9.816000000011071,-9.805999999998951,4.293000000013846,-1.483382152962586e-11,5.994668544773634e-10,1.9446742858392712e-13,1.0
27.664,1402,27,656000000,world,9.816000000011085,-9.805999999998965,4.29300000001342,-1.503482616938426e-11,6.000124910485047e-10,1.7066759439832012e-13,1.0
27.688,1403,27,680000000,world,9.81600000001112,-9.805999999998997,4.29300000001258,-1.5431695993857478e-11,6.010813954575739e-10,1.1298113008092828e-13,1.0
27.696,1404,27,688000000,world,9.816000000011138,-9.805999999999015,4.2930000000122615,-1.558331541761723e-11,6.014864157858277e-10,8.130217604611906e-14,1.0
27.712,1405,27,704000000,world,9.816000000011146,-9.80599999999902,4.293000000012148,-1.5637302468134286e-11,6.016307174215336e-10,6.796169448400146e-14,1.0
27.72,1406,27,720000000,world,9.81600000001116,-9.805999999999033,4.2930000000119835,-1.571491106364639e-11,6.018387030035735e-10,4.4202885635671635e-14,1.0
27.76,1407,27,752000000,world,9.816000000011188,-9.805999999999063,4.29300000001181,-1.5799542388579855e-11,6.020563145624977e-10,-1.3127293301471836e-14,1.0
27.768,1408,27,768000000,world,9.816000000011199,-9.805999999999075,4.293000000011767,-1.582095157772649e-11,6.021108329417635e-10,-3.1829930307757366e-14,1.0
27.784,1409,27,784000000,world,9.816000000011206,-9.805999999999079,4.293000000011739,-1.5833731710871464e-11,6.021459229534688e-10,-3.73930265653714e-14,1.0
27.808,1410,27,808000000,world,9.816000000011206,-9.805999999999079,4.293000000011715,-1.584463812411941e-11,6.021763495366696e-10,-3.581459279750228e-14,1.0
27.824,1411,27,816000000,world,9.816000000011204,-9.805999999999077,4.29300000001171,-1.5847032237710054e-11,6.021826947015433e-10,-3.3844143810211637e-14,1.0
